iid,id,idg,partner,pid,wave,round,position,positin1,order,condtn,undergrd,zipcode,career,from,field,gender,age,age_o,race,race_o,samerace,imprace,goal,date,go_out,field_cd,career_c,income,mn_sat,tuition,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr,sinc,intel,fun,amb,shar,like,prob,met,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,dec,dec_o,int_corr,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,match
5214,108,124,4,446,11,14,13,16,8,2,Other,19296,Law,TX,Arts,1,42,18,2,5,0,10,4,4,2,7,11,65570,887,25055,1,5,93,78,20,77,92,35,8,7,8,4,10,4,5,7,6,7,7,2,4,1,1,2,9,6,1,1,1,1,1,0,-0.1364760116342454,9,2,7,5,1,10,10,2,3,1,7,7,5,9,5,4,5,0
5215,369,196,499,103,14,8,16,6,11,2,Other,17669,Business,Other,Science,1,18,30,2,5,0,9,1,7,3,9,15,134118,812,21297,2,8,96,43,12,42,71,28,2,6,10,8,7,2,4,6,7,2,1,6,3,2,6,6,9,4,3,5,3,4,0,0,-0.3796126900966361,1,9,4,3,9,8,6,1,4,9,1,6,7,7,3,5,8,0
5216,472,12,8,486,21,6,18,3,3,1,NYU,15213,Medicine,NY,Business,1,28,22,2,4,0,2,1,3,2,8,11,41634,859,15141,6,5,43,79,95,1,63,6,3,5,5,3,6,7,5,3,6,1,1,6,4,1,3,6,4,5,7,6,2,2,0,0,0.673161389684735,6,9,10,3,6,4,10,2,7,3,4,7,5,1,8,10,4,0
5217,249,265,350,159,14,4,16,12,7,2,Other,18571,Business,TX,Business,1,35,38,6,2,0,10,2,2,1,18,2,45054,1215,41884,8,3,19,89,81,65,47,7,3,8,9,9,8,7,3,5,5,3,5,1,3,1,3,2,9,6,5,6,2,2,0,0,0.8051975476446642,7,10,4,2,10,3,8,9,2,4,6,10,6,10,8,6,9,0
5218,118,177,8,124,13,3,18,10,12,2,Columbia,10881,Business,NY,Medicine,0,31,25,5,6,0,2,3,2,1,9,1,146845,1388,26983,1,7,94,83,75,28,36,62,7,9,8,2,5,1,1,1,2,5,1,1,2,2,1,7,2,1,5,1,4,4,0,0,0.6215013641012164,1,9,10,9,10,1,2,8,9,5,7,8,10,5,10,7,2,0
5219,94,256,37,287,20,9,5,13,8,2,NYU,10743,Science,TX,Science,0,39,34,5,4,0,7,2,5,2,10,5,140056,883,22230,6,7,58,75,99,8,44,63,1,2,3,9,8,1,7,2,4,3,2,3,4,2,6,1,9,5,6,2,3,3,0,0,0.3009421462162316,10,4,9,10,9,4,1,7,8,5,1,4,5,10,4,8,8,0
5220,471,161,475,277,13,8,13,11,12,1,NYU,16881,Other,Other,Science,1,28,40,3,1,0,7,5,1,2,12,14,105226,1416,21263,4,7,25,97,45,94,46,39,4,6,3,9,10,6,1,6,4,6,6,6,5,2,4,5,3,5,2,1,3,4,0,1,0.2445688148830878,4,6,7,4,10,5,10,2,8,5,3,8,9,9,6,10,9,0
5221,301,25,127,193,4,5,8,5,1,1,NYU,15353,Business,Other,Science,1,27,40,3,2,0,5,4,5,7,16,3,48044,1000,53323,9,7,98,35,27,79,34,51,6,4,7,8,5,5,3,4,3,2,7,3,5,2,3,5,7,3,6,5,4,4,0,0,0.8744121269722456,5,10,1,7,9,3,10,4,6,7,5,5,7,10,4,1,7,0
5222,6,16,475,91,6,3,16,5,5,2,Columbia,18405,Science,FL,Arts,1,44,30,4,5,0,1,1,7,7,15,8,23179,845,34915,3,8,57,97,41,45,29,26,5,4,5,5,9,2,5,1,1,5,3,4,4,1,3,4,3,6,5,7,1,1,0,0,0.4154383998706874,6,4,10,10,9,2,10,7,3,1,4,5,10,10,4,1,3,0
5223,382,144,318,93,20,6,6,7,13,1,NYU,11822,Law,TX,Law,0,34,26,1,4,0,3,5,7,6,4,2,61000,1015,29050,8,6,1,65,47,99,11,24,1,3,10,3,9,4,6,7,4,7,5,4,2,2,3,6,4,5,4,1,5,2,0,0,0.7923834822917413,9,9,9,8,5,6,8,4,9,4,4,6,6,4,2,10,8,0
5224,180,185,245,380,4,14,14,17,9,2,Other,16775,Arts,NY,Medicine,1,21,19,4,2,0,7,6,3,7,10,13,73804,1140,50447,3,7,99,53,37,32,59,70,3,5,5,8,2,7,2,5,3,2,7,1,1,1,5,4,6,6,2,3,1,3,0,0,0.33481298612195176,6,2,2,6,6,7,1,1,2,1,7,4,7,1,5,7,9,0
5225,57,291,326,3,17,12,14,14,10,2,Columbia,14487,Science,FL,Arts,0,41,36,1,1,1,8,6,2,5,9,10,51568,1194,18245,3,4,28,33,81,66,45,93,2,10,9,1,5,3,7,8,4,5,5,5,5,2,2,5,4,2,1,5,2,4,1,0,-0.3121450844780993,1,4,2,6,5,3,10,5,7,5,4,2,10,10,6,9,7,0
5226,167,244,366,100,14,7,6,1,3,1,Other,10945,Other,TX,Science,1,32,37,5,6,0,4,2,1,2,18,8,68770,1080,41420,7,9,33,22,61,46,7,18,2,3,3,8,9,6,6,10,9,5,8,10,7,2,6,6,9,9,5,7,10,7,1,1,-0.3079328149514984,2,8,3,8,7,8,9,3,7,6,5,9,4,10,3,10,6,1
5227,298,145,5,90,10,9,1,4,2,2,Columbia,18449,Medicine,TX,Other,0,43,34,4,6,0,9,4,6,3,2,3,50116,1129,37111,6,9,100,8,16,2,30,58,7,6,9,9,6,1,2,7,4,5,7,3,1,2,2,7,5,1,1,3,1,1,0,0,-0.6333328767741702,3,4,4,5,8,10,8,3,4,3,9,4,8,4,9,6,5,0
5228,289,202,139,310,8,10,18,2,1,2,NYU,11452,Business,NY,Business,1,33,24,1,3,0,7,6,1,7,12,5,123615,1458,45630,2,1,5,47,59,49,51,8,6,10,6,3,1,4,5,4,4,4,5,6,5,2,2,2,4,4,4,2,2,1,0,1,-0.17627543261152678,10,6,3,4,1,5,1,10,3,7,3,5,5,5,5,2,10,0
5229,325,135,448,430,1,14,6,14,12,1,Columbia,11624,Other,TX,Science,0,38,43,6,4,0,7,4,1,2,1,6,104564,1331,16390,4,5,20,54,23,79,1,54,6,6,7,4,4,5,4,5,5,5,6,2,1,2,2,6,5,2,4,6,1,1,1,0,0.5033077572624154,3,10,1,4,2,8,1,1,9,7,7,8,6,4,6,1,3,0
5230,449,163,254,259,13,4,14,10,8,2,NYU,13142,Other,FL,Other,1,30,20,6,4,0,4,4,6,6,15,8,45484,1040,12022,6,7,62,83,22,19,96,28,4,4,8,8,10,7,8,10,7,7,9,8,9,2,8,8,10,8,8,10,7,10,1,1,-0.08027850190981645,5,1,3,5,1,9,10,2,1,4,7,10,6,6,8,3,5,1
5231,29,126,30,412,12,13,9,11,9,1,NYU,12139,Other,CA,Science,0,26,36,6,4,0,8,1,4,5,17,7,59880,1321,45405,7,8,39,74,80,95,14,32,3,8,6,1,4,5,7,10,5,6,4,1,1,2,3,5,3,6,1,7,1,1,0,0,-0.6358343734456213,1,2,6,6,1,9,4,3,8,3,9,6,10,5,10,4,6,0
5232,411,81,295,344,7,7,1,9,2,2,Columbia,11362,Medicine,NY,Science,0,28,36,5,6,0,3,4,3,4,14,5,131098,1238,13029,6,2,78,93,35,29,19,48,3,9,5,2,4,1,5,1,1,7,2,1,5,2,3,1,7,1,5,7,5,3,1,0,-0.523480686140714,4,9,1,4,6,5,3,4,4,3,7,3,4,4,2,10,9,0
5233,475,216,317,258,17,9,8,15,13,1,NYU,14742,Medicine,Other,Medicine,0,28,41,4,3,0,1,6,1,3,12,4,75576,1350,19767,5,3,26,31,53,48,86,56,6,1,6,1,9,3,6,2,4,3,1,6,4,2,3,4,7,6,7,2,1,2,0,0,-0.2242449259114836,1,4,6,5,4,1,10,2,10,2,5,3,7,6,2,5,8,0
5234,386,257,381,488,10,9,13,18,2,1,Other,15491,Business,Other,Other,0,23,26,3,2,0,9,3,6,1,14,4,32385,1241,22028,10,1,67,21,19,24,51,73,1,4,3,3,9,6,6,8,4,3,4,3,3,2,1,4,5,6,3,4,2,2,1,0,-0.5889298306683572,9,8,10,4,4,1,9,1,10,1,2,2,8,8,4,9,3,0
5235,434,37,99,62,3,4,8,11,2,2,Other,17186,Medicine,TX,Science,0,18,27,1,3,0,3,5,4,3,11,10,38934,1484,34839,7,4,98,10,66,85,1,83,1,2,3,10,9,7,7,5,5,2,7,6,3,1,2,3,10,4,5,6,5,3,0,0,0.23660965735729356,9,2,7,5,2,3,9,9,9,5,1,2,1,1,8,7,5,0
5236,199,219,146,129,10,1,17,6,13,2,NYU,13104,Arts,NY,Other,0,39,31,4,4,1,1,5,6,2,15,1,111266,1176,39228,9,5,9,74,42,93,13,64,5,5,1,1,10,3,5,9,3,1,5,5,2,1,1,7,7,5,5,2,3,3,0,1,-0.5354670413237059,9,9,6,3,8,9,1,1,6,7,9,6,4,6,10,10,5,0
5237,160,81,30,39,7,11,11,1,6,1,Columbia,12807,Business,CA,Business,0,23,35,1,4,0,4,1,2,6,5,1,74476,1553,16170,1,1,62,58,5,24,50,73,7,5,5,9,9,2,7,9,3,1,4,3,4,1,2,6,4,3,3,6,2,2,0,0,0.3644473471903267,9,1,8,7,2,5,4,6,1,4,4,5,2,5,7,3,4,0
5238,203,223,12,451,11,6,12,8,9,1,Other,13377,Business,Other,Other,1,30,43,5,1,0,9,4,7,5,10,4,54859,1502,14061,10,6,13,56,83,66,92,56,6,3,8,7,10,3,7,10,2,5,7,1,5,2,3,2,5,3,7,6,5,3,0,0,0.5148276762734811,10,5,4,4,4,8,10,6,10,6,10,10,2,2,7,6,1,0
5239,492,29,117,375,14,4,8,12,14,1,Other,14752,Arts,FL,Law,1,39,32,5,1,0,7,3,2,6,10,9,80220,1299,30442,8,2,87,10,54,100,7,37,1,3,3,5,1,1,7,5,4,4,5,4,5,1,2,6,8,1,4,6,3,4,1,0,0.20511006373037954,10,5,3,1,4,1,2,5,1,1,8,8,10,4,2,7,4,0
5240,455,74,138,282,3,6,15,18,12,1,Columbia,18610,Law,CA,Business,1,41,43,6,1,0,10,4,2,7,15,8,23132,1076,46528,4,7,63,65,94,11,63,70,6,7,10,1,8,7,7,8,9,5,9,7,10,2,8,6,8,10,4,8,8,10,1,1,-0.9326374353948315,7,10,7,3,2,10,5,6,5,8,7,4,1,3,5,8,3,1
5241,233,145,96,37,13,10,14,16,13,2,Columbia,18824,Other,Other,Arts,1,39,18,5,6,0,1,4,2,3,4,8,72418,1231,48605,10,1,56,97,56,51,50,77,5,3,4,2,4,5,6,1,2,3,7,5,4,1,4,5,7,4,1,1,2,1,0,0,0.04938477184733059,3,9,6,7,1,6,6,8,7,7,7,3,1,3,4,1,6,0
5242,99,266,185,307,20,9,11,5,14,1,Other,17927,Medicine,NY,Law,1,22,42,2,2,1,10,6,3,5,6,15,33648,1249,20978,4,1,38,32,2,32,91,22,7,3,6,1,6,4,5,10,3,7,5,5,2,2,6,4,4,4,5,1,2,1,0,0,-0.33717649718312326,10,7,10,4,9,8,5,1,7,5,1,8,5,7,2,9,1,0
5243,108,98,274,69,11,1,7,3,7,2,Columbia,18075,Law,FL,Science,0,32,23,6,1,0,1,3,6,5,5,7,118236,1593,37138,7,2,93,81,54,67,98,11,9,9,10,3,1,6,10,10,9,6,8,9,10,2,6,10,10,9,6,8,9,10,1,1,0.5062123706637165,8,10,9,5,8,2,7,5,7,9,6,1,2,5,1,5,1,1
5244,285,53,425,33,11,6,13,18,12,2,Other,17152,Business,NY,Science,0,44,32,6,5,0,6,4,6,2,15,9,144766,1506,34891,1,8,95,72,16,81,29,46,2,9,8,3,8,5,4,5,7,6,1,2,1,1,6,5,5,5,2,2,4,3,0,0,0.12495100357928135,6,10,3,3,7,10,10,2,1,2,7,6,5,7,8,10,2,0
5245,37,57,312,106,15,10,14,17,5,2,NYU,18599,Arts,CA,Other,0,35,42,3,5,0,6,2,6,5,18,2,78120,1246,10052,9,5,38,63,54,95,39,77,3,10,6,9,6,2,3,10,6,6,4,5,1,1,3,6,3,3,2,3,3,3,0,0,-0.36134432098073765,3,8,4,7,9,9,6,9,8,8,10,4,6,8,5,2,1,0
5246,288,55,307,299,8,11,1,18,10,1,NYU,14365,Other,Other,Science,0,37,23,6,5,0,5,2,5,4,1,11,140110,931,18658,1,4,34,71,71,10,0,75,2,2,5,10,1,4,4,9,7,3,6,4,2,1,5,5,2,2,1,5,3,1,0,0,-0.36646519885659123,1,7,6,2,3,10,6,7,9,10,4,6,1,4,3,9,6,0
5247,378,246,370,244,4,14,7,6,10,1,Other,11509,Arts,NY,Science,0,31,35,3,1,0,8,2,4,5,5,10,101150,1289,50679,1,9,55,27,20,93,65,97,6,4,10,9,7,4,1,4,6,6,2,2,2,1,3,2,9,4,6,7,4,1,0,0,0.9999892185123411,1,4,10,8,8,1,10,6,8,7,8,1,9,10,7,3,3,0
5248,362,47,427,364,20,7,5,3,1,1,Other,14156,Law,CA,Business,1,32,18,2,6,0,6,1,3,7,14,17,52861,1413,57712,3,6,92,29,33,59,12,20,10,3,3,1,1,1,6,7,3,7,2,4,5,2,3,2,4,1,4,2,1,4,0,0,0.08692891564523064,2,10,1,4,9,10,7,2,2,5,7,2,8,7,10,3,7,0
5249,263,11,53,45,21,2,13,5,9,2,NYU,19753,Law,CA,Science,1,43,41,1,2,0,5,5,2,1,6,4,91326,1527,54719,2,5,47,53,24,39,48,43,1,1,7,5,5,6,6,4,8,9,9,8,9,1,7,5,5,8,8,10,8,10,1,1,0.22484178004617705,5,9,7,8,5,4,3,5,10,7,8,8,2,1,9,6,4,1
5250,410,6,211,499,1,10,8,5,4,1,Columbia,15567,Medicine,TX,Law,1,22,20,2,1,0,9,1,2,6,12,16,80508,1148,59603,4,2,40,11,74,54,97,95,1,4,1,10,9,4,1,4,5,2,1,5,1,1,3,2,10,3,4,4,1,2,0,0,0.7234239159278533,4,4,2,10,3,2,2,5,1,8,2,5,3,3,1,3,1,0
5251,268,250,479,385,9,3,3,11,1,1,Columbia,10980,Law,NY,Other,1,43,34,1,6,0,2,1,1,1,15,1,109825,866,34894,6,3,71,8,79,83,89,60,10,1,5,5,5,3,1,5,4,2,1,6,5,2,5,5,5,5,4,5,5,2,1,0,0.18569219880053867,6,1,1,7,9,5,2,4,1,1,7,7,8,6,2,6,4,0
5252,82,86,47,137,12,14,15,13,7,2,Columbia,16062,Law,CA,Law,0,21,33,6,4,0,7,5,4,2,1,7,38200,1346,14228,6,8,25,65,49,61,88,60,7,10,5,8,4,4,7,3,5,1,3,4,4,1,2,3,9,4,2,3,1,4,0,0,-0.705321312800304,10,9,1,5,7,6,10,2,4,1,7,4,4,9,10,2,9,0
5253,215,88,198,322,19,9,6,11,9,1,NYU,15878,Science,FL,Medicine,0,19,25,5,4,0,10,1,7,7,4,17,143411,1034,10243,4,2,34,87,11,70,94,78,6,4,1,5,7,6,6,7,9,7,8,10,7,1,6,7,7,8,7,9,9,8,1,1,-0.06269178330067371,10,7,10,7,8,7,3,1,2,9,8,2,2,2,5,1,7,1
5254,335,32,318,27,2,6,18,5,3,2,Other,17173,Medicine,Other,Law,0,24,34,2,6,0,4,5,7,1,3,11,57384,1135,14624,1,3,85,37,46,13,2,70,10,9,10,5,4,5,2,10,7,6,7,2,3,2,3,5,5,2,5,2,4,3,0,0,0.1518954238503898,10,9,9,10,3,4,4,10,2,9,8,3,2,7,6,5,4,0
5255,123,238,305,84,21,2,19,16,10,2,NYU,11292,Medicine,TX,Business,1,27,25,1,4,0,2,3,6,6,1,15,20119,1057,40519,5,2,34,76,15,18,85,73,8,5,8,2,6,4,2,7,7,1,1,6,4,1,2,3,3,4,7,7,4,3,1,0,-0.24072949379105069,5,2,1,2,3,6,6,9,8,2,10,9,1,7,7,5,5,0
5256,284,70,192,286,5,13,18,2,1,1,Other,11463,Science,NY,Arts,0,33,34,4,3,0,3,3,6,1,17,7,144873,1344,17924,9,3,62,63,93,1,87,59,5,4,3,5,2,4,2,9,7,7,3,2,5,2,4,3,10,2,2,5,2,4,0,0,0.4740627173888785,10,9,5,7,9,5,8,10,7,3,1,4,10,5,5,6,9,0
5257,443,256,169,448,17,3,12,3,4,1,Other,18861,Science,CA,Medicine,1,27,42,5,1,0,1,2,6,1,14,3,149113,1446,47069,2,7,38,36,83,5,80,26,8,3,6,7,7,1,7,2,7,7,1,3,2,2,5,7,3,6,6,6,2,1,0,0,0.32698446470882425,9,3,4,4,10,6,4,5,3,6,3,2,1,8,1,7,9,0
5258,459,283,280,446,5,5,14,17,12,2,Other,12110,Business,NY,Law,0,35,26,4,6,0,8,2,6,3,8,14,73107,960,11743,3,3,91,94,6,94,89,55,8,9,10,10,4,2,7,3,7,7,6,1,1,1,3,2,3,4,2,4,3,1,0,0,-0.780034197374817,1,6,2,4,10,7,5,3,4,7,1,10,8,1,7,2,1,0
5259,196,112,137,497,7,7,17,8,11,1,NYU,11098,Arts,Other,Business,0,34,29,5,2,0,5,2,6,7,7,12,137259,1248,50766,4,8,26,68,82,42,1,91,9,4,3,5,4,1,6,8,5,1,4,2,2,1,2,7,2,1,5,4,5,4,0,0,-0.8407786408805085,4,6,1,2,7,3,7,2,3,3,8,9,4,1,7,2,2,0
5260,229,99,149,59,14,2,6,9,9,1,Columbia,16559,Science,NY,Science,1,38,42,5,4,0,8,4,2,1,16,11,93479,1449,30769,9,7,80,38,38,2,32,2,6,7,4,3,8,2,4,5,6,6,6,6,3,2,1,4,7,1,1,6,3,3,0,0,-0.5465276105139576,9,9,5,5,4,7,5,7,2,9,7,10,3,7,6,6,7,0
5261,336,14,253,436,12,10,11,1,12,2,Other,13716,Science,TX,Science,0,30,36,1,1,1,9,4,6,4,14,11,133646,1434,34837,6,9,23,32,86,68,67,82,4,9,4,7,3,1,6,1,4,1,7,5,2,1,6,3,3,5,6,6,4,3,0,0,0.03555303494101336,3,10,4,1,1,8,9,2,4,1,3,1,7,4,2,5,5,0
5262,283,40,71,187,13,1,3,4,5,1,NYU,15341,Law,FL,Medicine,0,18,21,6,6,1,2,4,1,5,9,11,73571,995,35212,3,9,55,76,45,75,16,38,5,9,2,8,4,7,3,6,1,1,5,6,5,2,2,5,7,4,4,5,5,3,0,0,-0.38281465448159,10,4,4,8,10,4,9,1,8,5,4,4,9,5,8,4,7,0
5263,389,242,449,178,7,1,3,1,4,2,Other,13353,Other,TX,Medicine,1,18,38,1,2,0,8,6,6,4,18,3,80076,1112,11824,8,8,24,80,14,96,25,96,6,1,8,2,9,5,1,1,2,2,4,6,4,2,4,2,9,1,7,3,3,3,0,0,-0.746131937925258,8,2,2,2,7,9,6,10,10,5,10,5,7,2,2,7,5,0
5264,151,270,241,18,20,14,16,7,7,1,NYU,16835,Arts,FL,Law,0,32,39,5,3,0,1,4,3,5,6,11,48880,1308,30639,1,3,100,52,13,28,77,0,4,9,1,6,8,6,6,4,5,3,7,1,4,1,6,7,3,5,4,2,1,1,0,0,0.21793132001615478,4,9,5,2,6,2,5,2,2,4,10,7,8,4,5,6,7,0
5265,488,65,189,224,5,12,6,19,4,2,Other,12726,Other,Other,Medicine,1,18,42,4,3,0,1,6,3,6,3,1,89375,827,58817,9,7,81,11,1,47,75,53,6,9,2,8,1,5,6,4,1,1,7,2,3,2,3,2,7,5,1,4,1,2,0,0,-0.5274290377933517,10,10,3,5,5,10,8,7,1,7,5,1,2,4,10,2,5,0
5266,464,104,72,310,19,2,4,15,11,1,Columbia,15068,Arts,FL,Science,0,23,28,6,4,0,7,2,3,3,12,2,145502,1285,22520,3,4,76,88,27,29,28,36,3,9,9,10,8,4,5,4,6,6,2,4,1,2,4,1,10,4,2,1,1,4,1,0,0.12023261481097647,8,9,7,2,9,9,3,1,3,1,10,8,6,7,8,6,7,0
5267,118,111,252,181,17,10,5,3,9,1,NYU,19154,Business,CA,Other,0,42,21,1,1,1,4,1,7,5,8,4,51818,1038,14996,4,6,95,68,78,16,97,50,9,7,5,7,9,3,5,9,1,1,6,5,5,1,4,6,10,2,6,2,1,3,0,0,-0.9346244889431055,9,9,7,1,5,1,6,7,10,8,7,2,5,10,10,5,8,0
5268,172,274,407,447,19,14,1,11,14,1,NYU,16198,Arts,FL,Other,0,43,31,1,2,0,9,5,5,6,5,10,25248,832,58932,4,9,31,17,75,92,0,39,3,1,9,8,6,1,3,3,6,1,4,4,3,2,6,3,7,6,1,1,2,4,0,0,-0.3709529558286162,9,1,8,1,5,6,7,4,4,10,3,4,7,3,1,8,8,0
5269,485,51,487,283,16,12,14,5,12,2,Other,18835,Science,CA,Other,0,30,31,3,2,0,4,5,5,1,11,10,132227,836,53781,7,9,2,95,100,76,44,87,4,5,7,7,1,7,6,8,1,5,2,6,5,2,3,5,5,6,1,5,1,2,0,0,0.7337716337504097,6,6,5,3,2,7,1,10,7,2,8,10,8,7,5,7,1,0
5270,108,204,256,4,11,3,1,11,6,1,NYU,14092,Business,NY,Other,0,44,23,2,4,0,1,5,4,2,7,8,23597,1052,44294,6,6,89,76,31,25,33,6,9,10,10,3,8,5,2,1,1,2,2,3,1,2,5,4,6,6,6,1,1,3,1,0,-0.6782332542026646,1,3,3,7,4,8,4,1,3,7,10,9,9,7,2,7,3,0
5271,42,28,439,99,15,13,3,8,4,1,NYU,19941,Arts,FL,Other,0,18,34,1,4,0,4,5,6,4,10,12,149102,1521,37273,5,2,57,31,28,47,88,87,8,10,4,6,6,2,1,3,3,2,1,4,3,2,2,4,7,1,6,5,4,2,0,0,0.8502372384528039,1,1,1,6,9,5,5,7,4,10,5,8,1,10,7,4,10,0
5272,138,28,343,272,6,5,17,10,3,2,NYU,15516,Medicine,CA,Medicine,0,22,19,6,4,0,6,2,3,3,12,12,141102,1442,42875,2,4,60,1,93,56,39,29,4,9,1,3,1,2,5,2,7,5,4,5,4,1,3,2,3,1,2,2,3,3,0,0,-0.9521446013522483,7,10,1,5,6,3,3,1,9,10,5,5,7,9,9,2,3,0
5273,394,199,318,383,10,14,9,16,12,2,NYU,19243,Other,CA,Business,0,26,25,3,3,1,6,6,3,2,13,16,117401,1528,29636,10,2,64,82,36,35,94,12,10,1,9,6,4,2,3,2,2,7,5,5,5,2,1,1,7,5,2,5,2,3,1,0,-0.15366599888545363,9,2,8,8,9,7,8,8,5,7,3,3,10,2,7,6,7,0
5274,269,48,37,475,4,1,10,7,2,2,Columbia,15804,Business,Other,Law,1,42,21,3,4,0,1,1,4,5,7,3,71862,1262,45954,6,6,46,5,5,36,3,19,6,2,1,3,4,4,1,2,4,2,7,2,3,2,1,4,1,1,4,6,5,1,0,1,0.6568200573683356,7,3,10,3,1,6,2,6,8,5,1,3,1,3,2,10,3,0
5275,22,7,406,67,14,10,3,19,5,2,NYU,17386,Science,CA,Law,1,34,27,6,3,0,1,4,3,3,2,2,88072,1587,45341,10,3,65,28,50,32,41,59,6,5,1,8,3,5,7,8,4,5,1,4,1,2,3,1,2,4,1,6,4,3,0,0,0.4236745305824594,8,9,6,1,10,4,2,6,6,8,1,2,5,3,2,3,9,0
5276,63,39,14,437,10,13,6,1,13,2,Other,12484,Science,CA,Law,0,33,24,4,6,0,1,2,4,4,13,14,140968,916,51830,7,2,60,79,25,15,27,56,1,4,10,7,6,10,6,10,9,7,8,7,7,1,10,5,10,8,8,7,8,8,1,1,0.3110304966011126,6,7,9,7,4,4,4,10,6,4,4,3,4,3,2,10,9,1
5277,254,239,31,252,13,10,14,5,1,2,Other,17549,Other,TX,Other,0,25,21,3,5,0,6,4,2,1,17,3,29590,1080,20933,9,3,68,94,1,83,88,48,4,10,10,6,4,3,2,9,6,3,2,2,4,2,4,4,4,3,4,5,4,2,0,0,0.3841353773241236,7,7,1,1,5,8,7,6,1,10,9,3,9,1,4,5,6,0
5278,10,188,253,34,18,1,5,17,14,2,NYU,15901,Law,Other,Law,1,34,33,2,5,0,8,5,4,5,16,2,147683,860,44856,1,7,81,30,64,2,37,32,9,10,3,3,6,7,6,1,3,2,5,6,5,2,3,2,5,1,6,7,1,2,0,0,-0.7486396673627653,6,5,5,3,8,4,4,1,1,4,3,3,2,4,9,10,8,0
5279,73,22,125,158,6,1,11,7,6,2,NYU,16739,Medicine,FL,Science,0,32,31,5,1,0,8,3,4,6,1,11,144573,1058,27169,10,4,18,54,28,100,77,46,10,4,4,3,6,6,9,7,9,7,5,9,8,2,7,9,7,10,8,4,9,7,1,1,0.13252638205029954,1,1,7,2,9,6,6,4,7,10,6,10,2,6,8,9,8,1
5280,433,159,449,207,8,14,5,7,11,1,NYU,18105,Arts,NY,Other,0,41,33,3,4,0,2,1,4,4,4,11,73106,1424,29406,2,8,66,57,48,95,41,23,6,3,6,3,7,6,7,2,1,7,3,2,3,1,6,4,1,3,3,7,3,1,0,0,-0.9967186618493598,7,1,3,1,2,1,5,5,3,9,4,5,5,3,3,9,7,0
5281,328,165,359,244,1,13,15,3,14,2,Other,11295,Science,NY,Business,1,18,42,5,5,1,5,6,1,6,4,1,129318,1096,21744,7,8,98,70,94,8,19,5,8,9,8,2,1,6,7,7,7,4,8,7,7,1,6,8,6,6,5,8,8,8,1,1,-0.9382216865554849,4,2,9,1,7,10,2,3,10,5,9,10,4,7,1,7,8,1
5282,391,105,377,251,13,8,11,13,13,2,Columbia,15400,Medicine,NY,Business,0,29,26,2,4,0,3,3,6,5,3,10,69020,943,48697,7,6,4,4,24,52,53,47,1,8,3,10,3,8,9,8,7,8,8,10,6,1,9,9,7,6,8,7,10,5,1,1,0.10650222887817473,5,1,9,3,1,8,9,6,8,6,9,9,7,2,4,9,4,1
5283,445,126,406,52,1,8,1,7,11,2,Other,11393,Other,CA,Law,0,22,21,2,5,0,6,6,3,2,10,8,133073,973,42177,7,4,52,40,51,31,48,45,4,2,10,4,4,4,6,8,2,3,5,5,4,1,2,1,6,2,2,7,5,1,1,0,0.9383551146025504,10,6,10,5,3,10,5,8,3,10,5,5,5,3,2,9,6,0
5284,125,55,252,28,2,3,13,6,9,2,Columbia,18051,Arts,CA,Law,1,41,41,4,6,0,1,1,6,5,3,12,97106,1379,13890,4,1,4,92,40,60,89,63,6,4,10,8,5,1,1,8,2,2,5,5,2,1,6,3,9,5,3,4,1,1,0,0,0.6164578349349674,3,10,9,5,6,2,1,9,8,5,7,2,5,10,7,8,3,0
5285,308,6,116,374,3,7,13,16,12,2,NYU,16108,Arts,FL,Law,0,23,23,5,4,0,8,1,1,2,11,15,115781,1242,49206,1,7,14,89,27,47,56,11,3,9,10,1,5,2,1,9,5,7,4,6,3,1,6,7,8,5,5,7,2,4,0,0,0.30038006589047894,1,7,5,3,4,3,1,8,3,9,1,10,2,6,5,7,6,0
5286,365,125,397,35,20,3,16,15,8,1,Columbia,11004,Business,TX,Arts,0,42,18,5,4,0,4,5,1,3,5,1,89840,1592,15813,9,4,66,9,78,27,99,10,6,8,2,8,5,7,1,7,4,5,7,3,3,2,4,4,8,5,2,7,4,4,0,0,0.4122253940582754,2,3,4,6,1,1,1,2,8,1,4,3,2,3,7,4,3,0
5287,377,39,199,248,18,9,10,7,14,1,NYU,13993,Science,FL,Medicine,1,18,24,4,3,0,9,4,1,6,1,15,88250,1041,53122,7,6,96,97,60,92,79,60,10,7,7,9,3,4,7,6,1,3,6,2,5,2,5,5,1,1,6,6,1,4,0,0,0.6899289538658411,3,7,5,4,4,10,5,2,1,5,3,6,2,5,3,4,7,0
5288,286,197,247,289,16,13,18,19,2,2,Other,15785,Other,TX,Other,0,42,18,2,1,0,4,3,4,7,7,11,126168,1067,30159,7,6,67,85,0,38,71,31,5,9,3,8,9,5,1,8,3,2,3,4,3,2,5,5,4,3,1,4,2,4,0,0,-0.9726271191025224,9,9,5,1,3,1,10,10,5,3,9,1,4,4,1,2,4,0
