gender,age,age_o,race,race_o,samerace,imprace,goal,date,go_out,field_cd,career_c,income,mn_sat,tuition,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,match
0,24,22,2,2,1,4,1,5,5,12,11,52813.0,1020,12502.4,9,3,77,12,21,87,12,88,2,2,5,4,1,4,4,1,3,10,5,5,7,6,2,6,2,8,7,2,8,1,1
1,27,34,5,6,0,6,2,6,3,4,12,26252.95,1454,12502.4,10,2,62,87,4,12,16,4,9,4,6,2,3,6,2,3,10,2,6,2,3,10,7,7,3,7,4,1,1,10,0
1,26,20,3,1,0,7,2,7,1,15,3,93591.0,968,36756.0,10,5,61,26,19,10,27,75,3,5,8,2,1,7,10,9,6,5,7,4,6,10,8,5,6,7,2,3,9,2,1
0,43,36,2,5,0,1,1,1,6,14,8,61014.0,1426,27973.0,4,5,21,57,55,95,95,96,8,8,1,9,2,9,3,3,4,7,8,9,1,9,9,2,6,8,6,6,10,9,1
1,42,19,3,2,0,6,1,7,2,11,16,91590.0,1201,24017.0,7,1,26,53,19,4,6,75,8,6,10,4,1,5,7,8,9,4,6,9,4,9,3,5,4,2,5,9,3,1,0
0,20,40,5,2,0,8,5,2,4,13,2,101035.0,948,12502.4,1,3,64,42,90,23,77,81,1,7,3,4,7,6,9,7,7,3,5,4,9,4,10,8,9,2,5,5,6,4,0
0,39,19,3,4,0,5,5,2,6,1,17,59213.0,889,52797.0,3,5,81,35,54,4,81,5,2,2,8,9,2,6,4,3,6,7,6,9,4,3,7,9,3,1,7,7,7,3,0
0,40,40,3,3,1,4,5,6,3,13,13,71126.0,1468,57566.3,4,2,38,69,92,96,68,22,10,2,2,4,6,4,2,6,8,2,8,3,4,2,5,1,2,3,6,4,5,1,0
1,31,37,4,1,0,7,1,2,1,9,3,118027.0,837,37254.0,5,2,40,95,79,57,33,72,5,3,7,10,3,4,6,7,8,5,8,6,1,4,4,6,2,7,8,5,1,2,0
1,43,26,3,5,0,8,3,5,3,13,12,26351.0,1367,34681.0,10,9,44,95,69,64,5,11,4,2,4,4,6,2,1,2,6,10,10,5,1,8,8,8,7,6,1,3,1,4,0
1,42,40,2,3,0,5,6,5,1,10,13,65652.0,1477,48051.0,4,3,32,88,49,4,78,65,4,8,9,3,3,3,5,8,8,1,4,5,8,1,4,10,10,2,7,5,7,2,0
0,32,22,5,5,1,2,6,1,6,8,3,29046.0,1197,43273.0,5,5,54,74,8,85,83,15,4,2,2,3,8,6,4,2,10,2,5,4,4,10,7,8,9,9,1,8,8,6,0
0,19,24,5,5,1,4,3,7,5,3,15,88757.0,1115,45142.0,2,1,63,73,53,11,17,21,4,4,5,7,1,4,5,4,9,2,2,8,7,4,8,5,1,10,9,1,7,10,0
1,41,42,4,4,1,6,6,6,7,18,13,86222.0,1051,19407.0,3,1,32,82,30,96,95,48,7,3,8,1,10,2,7,8,1,5,8,3,10,6,9,1,10,2,9,8,1,4,0
1,31,43,5,5,1,5,1,1,1,2,13,102774.0,1439,45583.0,6,8,4,85,49,72,33,92,6,6,8,2,4,7,1,3,1,9,6,10,10,2,2,9,10,6,2,3,8,8,0
1,33,23,1,3,0,5,3,5,5,5,10,89364.0,981,14035.0,9,5,10,80,26,6,86,7,10,5,7,1,4,7,8,5,2,10,3,3,10,10,5,10,5,9,6,4,10,8,0
1,24,34,4,1,0,5,4,4,3,11,15,26252.95,888,50341.0,7,2,24,49,10,32,5,95,5,1,2,5,5,4,2,4,4,9,10,10,7,7,9,5,7,1,10,4,6,2,0
1,21,39,2,4,0,1,1,2,2,6,6,137308.0,1559,56943.0,2,2,4,67,52,65,87,78,4,2,10,6,5,7,9,4,2,6,10,10,2,8,7,5,10,3,2,6,7,5,1
0,35,34,1,5,0,1,2,7,1,1,12,137681.0,1186,19284.0,1,7,36,73,85,82,5,8,9,5,4,2,7,1,4,4,10,2,4,7,9,4,2,9,6,8,6,4,9,10,1
0,41,30,6,5,0,1,6,3,2,17,6,110134.0,1245,30075.0,4,4,56,87,95,4,46,17,10,4,2,10,2,6,2,2,8,9,5,6,8,5,9,8,5,5,10,7,10,1,1
0,43,29,5,5,1,2,5,6,4,11,16,119393.0,993,28248.0,6,9,29,11,40,62,73,31,8,10,3,1,10,7,8,5,2,2,2,10,6,6,9,5,5,10,7,10,8,1,0
1,22,21,1,1,1,4,5,1,1,1,15,72723.0,1100,22243.0,2,6,13,86,13,15,5,31,5,10,9,10,9,4,6,6,2,6,6,10,7,9,5,3,2,5,7,1,8,1,0
0,23,25,4,6,0,4,3,5,6,3,4,30113.0,1363,52827.0,5,1,44,84,63,92,92,43,8,10,1,9,2,5,9,6,8,10,3,9,7,4,9,6,5,10,6,1,1,5,0
0,43,22,2,1,0,7,5,6,7,11,5,42920.0,1437,14609.0,7,1,8,29,30,36,78,23,7,8,1,4,5,4,10,7,3,9,6,4,5,4,2,5,8,3,10,9,5,4,1
0,24,22,4,5,0,4,2,3,1,3,2,90658.0,1397,57566.3,3,3,4,52,15,80,95,70,10,3,4,7,7,5,1,8,10,8,7,6,4,6,4,3,4,1,7,6,4,7,1
0,32,30,6,2,0,10,1,7,3,2,17,26252.95,1023,56402.0,4,6,34,77,70,96,25,50,3,9,7,6,9,9,4,5,8,8,2,10,10,8,2,5,8,6,2,4,1,6,1
0,43,43,3,6,0,1,4,4,5,10,14,129405.0,1371,44656.0,4,8,15,36,18,49,72,57,6,8,4,5,8,1,2,2,8,5,6,1,1,8,7,10,8,10,3,9,10,3,0
1,19,28,1,4,0,1,3,3,6,13,12,26252.95,1145,38174.0,2,8,80,6,65,89,94,60,7,10,7,3,8,2,10,4,3,6,4,1,8,3,8,4,5,9,1,1,7,10,0
0,41,25,3,6,0,9,3,5,3,4,16,51712.0,1372,39991.0,1,1,24,11,67,52,22,87,4,9,3,10,2,9,2,6,1,5,9,7,10,2,9,8,8,4,4,3,7,3,0
1,21,25,5,2,0,3,6,1,1,13,15,85209.0,1250,34478.0,10,4,7,95,94,26,77,20,3,5,10,2,4,1,5,7,4,5,6,2,1,7,8,6,2,9,4,3,3,6,1
1,42,19,2,5,0,10,4,4,2,7,11,65570.0,887,25055.0,1,5,93,78,20,77,92,35,8,7,8,4,10,9,2,7,5,1,10,10,2,3,1,7,7,5,9,5,4,5,0
1,19,30,2,5,0,9,1,7,3,9,15,134118.0,837,21297.0,2,8,96,43,12,42,71,28,2,6,10,8,7,1,9,4,3,9,8,6,1,4,9,1,6,7,7,3,5,8,0
1,28,22,2,4,0,2,1,3,2,8,11,41634.0,859,15141.0,6,5,43,79,95,4,63,6,3,5,5,3,6,6,9,10,3,6,4,10,2,7,3,4,7,5,1,8,10,4,0
1,35,38,6,2,0,10,2,2,1,18,2,45054.0,1215,41884.0,8,3,19,89,81,65,47,7,3,8,9,9,8,7,10,4,2,10,3,8,9,2,4,6,10,6,10,8,6,9,0
0,31,25,5,6,0,2,3,2,1,9,1,143471.34999999998,1388,26983.0,1,7,94,83,75,28,36,62,7,9,8,2,5,1,9,10,9,10,1,2,8,9,5,7,8,10,5,10,7,2,0
0,39,34,5,4,0,7,2,5,2,10,5,140056.0,883,22230.0,6,7,58,75,96,8,44,63,1,2,3,9,8,10,4,9,10,9,4,1,7,8,5,1,4,5,10,4,8,8,0
1,28,40,3,1,0,7,5,1,2,12,14,105226.0,1416,21263.0,4,7,25,95,45,94,46,39,4,6,3,9,10,4,6,7,4,10,5,10,2,8,5,3,8,9,9,6,10,9,0
1,27,40,3,2,0,5,4,5,7,16,3,48044.0,1000,53323.0,9,7,96,35,27,79,34,51,6,4,7,8,5,5,10,1,7,9,3,10,4,6,7,5,5,7,10,4,1,7,0
1,43,30,4,5,0,1,1,7,7,15,8,26252.95,845,34915.0,3,8,57,95,41,45,29,26,5,4,5,5,9,6,4,10,10,9,2,10,7,3,1,4,5,10,10,4,1,3,0
0,34,26,1,4,0,3,5,7,6,4,2,61000.0,1015,29050.0,8,6,4,65,47,96,11,24,1,3,10,3,9,9,9,9,8,5,6,8,4,9,4,4,6,6,4,2,10,8,0
1,21,19,4,2,0,7,6,3,7,10,13,73804.0,1140,50447.0,3,7,96,53,37,32,59,70,3,5,5,8,2,6,2,2,6,6,7,1,1,2,1,7,4,7,1,5,7,9,0
0,41,36,1,1,1,8,6,2,5,9,10,51568.0,1194,18245.0,3,4,28,33,81,66,45,93,2,10,9,1,5,1,4,2,6,5,3,10,5,7,5,4,2,10,10,6,9,7,0
1,32,37,5,6,0,4,2,1,2,18,8,68770.0,1080,41420.0,7,9,33,22,61,46,7,18,2,3,3,8,9,2,8,3,8,7,8,9,3,7,6,5,9,4,10,3,10,6,1
0,43,34,4,6,0,9,4,6,3,2,3,50116.0,1129,37111.0,6,9,96,8,16,4,30,58,7,6,9,9,6,3,4,4,5,8,10,8,3,4,3,9,4,8,4,9,6,5,0
1,33,24,1,3,0,7,6,1,7,12,5,123615.0,1458,45630.0,2,1,5,47,59,49,51,8,6,10,6,3,1,10,6,3,4,1,5,1,10,3,7,3,5,5,5,5,2,10,0
0,38,43,6,4,0,7,4,1,2,1,6,104564.0,1331,16390.0,4,5,20,54,23,79,5,54,6,6,7,4,4,3,10,1,4,2,8,1,1,9,7,7,8,6,4,6,1,3,0
1,30,20,6,4,0,4,4,6,6,15,8,45484.0,1040,12502.4,6,7,62,83,22,19,95,28,4,4,8,8,10,5,1,3,5,1,9,10,2,1,4,7,10,6,6,8,3,5,1
0,26,36,6,4,0,8,1,4,5,17,7,59880.0,1321,45405.0,7,8,39,74,80,95,14,32,3,8,6,1,4,1,2,6,6,1,9,4,3,8,3,9,6,10,5,10,4,6,0
0,28,36,5,6,0,3,4,3,4,14,5,131098.0,1238,13029.0,6,2,78,93,35,29,19,48,3,9,5,2,4,4,9,1,4,6,5,3,4,4,3,7,3,4,4,2,10,9,0
0,28,41,4,3,0,1,6,1,3,12,4,75576.0,1350,19767.0,5,3,26,31,53,48,86,56,6,1,6,1,9,1,4,6,5,4,1,10,2,10,2,5,3,7,6,2,5,8,0
0,23,26,3,2,0,9,3,6,1,14,4,32385.0,1241,22028.0,10,1,67,21,19,24,51,73,1,4,3,3,9,9,8,10,4,4,1,9,1,10,1,2,2,8,8,4,9,3,0
0,19,27,1,3,0,3,5,4,3,11,10,38934.0,1484,34839.0,7,4,96,10,66,85,5,83,1,2,3,10,9,9,2,7,5,2,3,9,9,9,5,1,2,1,1,8,7,5,0
0,39,31,4,4,1,1,5,6,2,15,1,111266.0,1176,39228.0,9,5,9,74,42,93,13,64,5,5,1,1,10,9,9,6,3,8,9,1,1,6,7,9,6,4,6,10,10,5,0
0,23,35,1,4,0,4,1,2,6,5,1,74476.0,1553,16170.0,1,1,62,58,5,24,50,73,7,5,5,9,9,9,1,8,7,2,5,4,6,1,4,4,5,2,5,7,3,4,0
1,30,43,5,1,0,9,4,7,5,10,4,54859.0,1502,14061.0,10,6,13,56,83,66,92,56,6,3,8,7,10,10,5,4,4,4,8,10,6,10,6,10,10,2,2,7,6,1,0
1,39,32,5,1,0,7,3,2,6,10,9,80220.0,1299,30442.0,8,2,87,10,54,96,7,37,1,3,3,5,1,10,5,3,1,4,1,2,5,1,1,8,8,10,4,2,7,4,0
1,41,43,6,1,0,10,4,2,7,15,8,26252.95,1076,46528.0,4,7,63,65,94,11,63,70,6,7,10,1,8,7,10,7,3,2,10,5,6,5,8,7,4,1,3,5,8,3,1
1,39,19,5,6,0,1,4,2,3,4,8,72418.0,1231,48605.0,10,1,56,95,56,51,50,77,5,3,4,2,4,3,9,6,7,1,6,6,8,7,7,7,3,1,3,4,1,6,0
1,22,42,2,2,1,10,6,3,5,6,15,33648.0,1249,20978.0,4,1,38,32,4,32,91,22,7,3,6,1,6,10,7,10,4,9,8,5,1,7,5,1,8,5,7,2,9,1,0
0,32,23,6,1,0,1,3,6,5,5,7,118236.0,1559,37138.0,7,2,93,81,54,67,95,11,9,9,10,3,1,8,10,9,5,8,2,7,5,7,9,6,1,2,5,1,5,1,1
0,43,32,6,5,0,6,4,6,2,15,9,143471.34999999998,1506,34891.0,1,8,95,72,16,81,29,46,2,9,8,3,8,6,10,3,3,7,10,10,2,1,2,7,6,5,7,8,10,2,0
0,35,42,3,5,0,6,2,6,5,18,2,78120.0,1246,12502.4,9,5,38,63,54,95,39,77,3,10,6,9,6,3,8,4,7,9,9,6,9,8,8,10,4,6,8,5,2,1,0
0,37,23,6,5,0,5,2,5,4,1,11,140110.0,931,18658.0,1,4,34,71,71,10,5,75,2,2,5,10,1,1,7,6,2,3,10,6,7,9,10,4,6,1,4,3,9,6,0
0,31,35,3,1,0,8,2,4,5,5,10,101150.0,1289,50679.0,1,9,55,27,20,93,65,96,6,4,10,9,7,1,4,10,8,8,1,10,6,8,7,8,1,9,10,7,3,3,0
1,32,19,2,6,0,6,1,3,7,14,17,52861.0,1413,57566.3,3,6,92,29,33,59,12,20,10,3,3,1,1,2,10,1,4,9,10,7,2,2,5,7,2,8,7,10,3,7,0
1,43,41,1,2,0,5,5,2,1,6,4,91326.0,1527,54719.0,2,5,47,53,24,39,48,43,1,1,7,5,5,5,9,7,8,5,4,3,5,10,7,8,8,2,1,9,6,4,1
1,22,20,2,1,0,9,1,2,6,12,16,80508.0,1148,57566.3,4,2,40,11,74,54,95,95,1,4,1,10,9,4,4,2,10,3,2,2,5,1,8,2,5,3,3,1,3,1,0
1,43,34,1,6,0,2,1,1,1,15,1,109825.0,866,34894.0,6,3,71,8,79,83,89,60,10,1,5,5,5,6,1,1,7,9,5,2,4,1,1,7,7,8,6,2,6,4,0
0,21,33,6,4,0,7,5,4,2,1,7,38200.0,1346,14228.0,6,8,25,65,49,61,88,60,7,10,5,8,4,10,9,1,5,7,6,10,2,4,1,7,4,4,9,10,2,9,0
0,19,25,5,4,0,10,1,7,7,4,17,143411.0,1034,12502.4,4,2,34,87,11,70,94,78,6,4,1,5,7,10,7,10,7,8,7,3,1,2,9,8,2,2,2,5,1,7,1
0,24,34,2,6,0,4,5,7,1,3,11,57384.0,1135,14624.0,1,3,85,37,46,13,5,70,10,9,10,5,4,10,9,9,10,3,4,4,10,2,9,8,3,2,7,6,5,4,0
1,27,25,1,4,0,2,3,6,6,1,15,26252.95,1057,40519.0,5,2,34,76,15,18,85,73,8,5,8,2,6,5,2,1,2,3,6,6,9,8,2,10,9,1,7,7,5,5,0
0,33,34,4,3,0,3,3,6,1,17,7,143471.34999999998,1344,17924.0,9,3,62,63,93,4,87,59,5,4,3,5,2,10,9,5,7,9,5,8,10,7,3,1,4,10,5,5,6,9,0
1,27,42,5,1,0,1,2,6,1,14,3,143471.34999999998,1446,47069.0,2,7,38,36,83,5,80,26,8,3,6,7,7,9,3,4,4,10,6,4,5,3,6,3,2,1,8,1,7,9,0
0,35,26,4,6,0,8,2,6,3,8,14,73107.0,960,12502.4,3,3,91,94,6,94,89,55,8,9,10,10,4,1,6,2,4,10,7,5,3,4,7,1,10,8,1,7,2,1,0
0,34,29,5,2,0,5,2,6,7,7,12,137259.0,1248,50766.0,4,8,26,68,82,42,5,91,9,4,3,5,4,4,6,1,2,7,3,7,2,3,3,8,9,4,1,7,2,2,0
1,38,42,5,4,0,8,4,2,1,16,11,93479.0,1449,30769.0,9,7,80,38,38,4,32,4,6,7,4,3,8,9,9,5,5,4,7,5,7,2,9,7,10,3,7,6,6,7,0
0,30,36,1,1,1,9,4,6,4,14,11,133646.0,1434,34837.0,6,9,23,32,86,68,67,82,4,9,4,7,3,3,10,4,1,1,8,9,2,4,1,3,1,7,4,2,5,5,0
0,19,21,6,6,1,2,4,1,5,9,11,73571.0,995,35212.0,3,9,55,76,45,75,16,38,5,9,2,8,4,10,4,4,8,10,4,9,1,8,5,4,4,9,5,8,4,7,0
1,19,38,1,2,0,8,6,6,4,18,3,80076.0,1112,12502.4,8,8,24,80,14,96,25,96,6,1,8,2,9,8,2,2,2,7,9,6,10,10,5,10,5,7,2,2,7,5,0
0,32,39,5,3,0,1,4,3,5,6,11,48880.0,1308,30639.0,1,3,96,52,13,28,77,4,4,9,1,6,8,4,9,5,2,6,2,5,2,2,4,10,7,8,4,5,6,7,0
1,19,42,4,3,0,1,6,3,6,3,1,89375.0,837,57566.3,9,7,81,11,4,47,75,53,6,9,2,8,1,10,10,3,5,5,10,8,7,1,7,5,1,2,4,10,2,5,0
0,23,28,6,4,0,7,2,3,3,12,2,143471.34999999998,1285,22520.0,3,4,76,88,27,29,28,36,3,9,9,10,8,8,9,7,2,9,9,3,1,3,1,10,8,6,7,8,6,7,0
0,42,21,1,1,1,4,1,7,5,8,4,51818.0,1038,14996.0,4,6,95,68,78,16,95,50,9,7,5,7,9,9,9,7,1,5,1,6,7,10,8,7,2,5,10,10,5,8,0
0,43,31,1,2,0,9,5,5,6,5,10,26252.95,837,57566.3,4,9,31,17,75,92,5,39,3,1,9,8,6,9,1,8,1,5,6,7,4,4,10,3,4,7,3,1,8,8,0
0,30,31,3,2,0,4,5,5,1,11,10,132227.0,837,53781.0,7,9,4,95,96,76,44,87,4,5,7,7,1,6,6,5,3,2,7,1,10,7,2,8,10,8,7,5,7,1,0
0,43,23,2,4,0,1,5,4,2,7,8,26252.95,1052,44294.0,6,6,89,76,31,25,33,6,9,10,10,3,8,1,3,3,7,4,8,4,1,3,7,10,9,9,7,2,7,3,0
0,19,34,1,4,0,4,5,6,4,10,12,143471.34999999998,1521,37273.0,5,2,57,31,28,47,88,87,8,10,4,6,6,1,1,1,6,9,5,5,7,4,10,5,8,1,10,7,4,10,0
0,22,19,6,4,0,6,2,3,3,12,12,141102.0,1442,42875.0,2,4,60,4,93,56,39,29,4,9,1,3,1,7,10,1,5,6,3,3,1,9,10,5,5,7,9,9,2,3,0
0,26,25,3,3,1,6,6,3,2,13,16,117401.0,1528,29636.0,10,2,64,82,36,35,94,12,10,1,9,6,4,9,2,8,8,9,7,8,8,5,7,3,3,10,2,7,6,7,0
1,42,21,3,4,0,1,1,4,5,7,3,71862.0,1262,45954.0,6,6,46,5,5,36,5,19,6,2,1,3,4,7,3,10,3,1,6,2,6,8,5,1,3,1,3,2,10,3,0
1,34,27,6,3,0,1,4,3,3,2,2,88072.0,1559,45341.0,10,3,65,28,50,32,41,59,6,5,1,8,3,8,9,6,1,10,4,2,6,6,8,1,2,5,3,2,3,9,0
0,33,24,4,6,0,1,2,4,4,13,14,140968.0,916,51830.0,7,2,60,79,25,15,27,56,1,4,10,7,6,6,7,9,7,4,4,4,10,6,4,4,3,4,3,2,10,9,1
0,25,21,3,5,0,6,4,2,1,17,3,29590.0,1080,20933.0,9,3,68,94,4,83,88,48,4,10,10,6,4,7,7,1,1,5,8,7,6,1,10,9,3,9,1,4,5,6,0
1,34,33,2,5,0,8,5,4,5,16,2,143471.34999999998,860,44856.0,1,7,81,30,64,4,37,32,9,10,3,3,6,6,5,5,3,8,4,4,1,1,4,3,3,2,4,9,10,8,0
0,32,31,5,1,0,8,3,4,6,1,11,143471.34999999998,1058,27169.0,10,4,18,54,28,96,77,46,10,4,4,3,6,1,1,7,2,9,6,6,4,7,10,6,10,2,6,8,9,8,1
0,41,33,3,4,0,2,1,4,4,4,11,73106.0,1424,29406.0,2,8,66,57,48,95,41,23,6,3,6,3,7,7,1,3,1,2,1,5,5,3,9,4,5,5,3,3,9,7,0
1,19,42,5,5,1,5,6,1,6,4,1,129318.0,1096,21744.0,7,8,96,70,94,8,19,5,8,9,8,2,1,4,2,9,1,7,10,2,3,10,5,9,10,4,7,1,7,8,1
0,29,26,2,4,0,3,3,6,5,3,10,69020.0,943,48697.0,7,6,4,4,24,52,53,47,1,8,3,10,3,5,1,9,3,1,8,9,6,8,6,9,9,7,2,4,9,4,1
0,22,21,2,5,0,6,6,3,2,10,8,133073.0,973,42177.0,7,4,52,40,51,31,48,45,4,2,10,4,4,10,6,10,5,3,10,5,8,3,10,5,5,5,3,2,9,6,0
1,41,41,4,6,0,1,1,6,5,3,12,97106.0,1379,13890.0,4,1,4,92,40,60,89,63,6,4,10,8,5,3,10,9,5,6,2,1,9,8,5,7,2,5,10,7,8,3,0
0,23,23,5,4,0,8,1,1,2,11,15,115781.0,1242,49206.0,1,7,14,89,27,47,56,11,3,9,10,1,5,1,7,5,3,4,3,1,8,3,9,1,10,2,6,5,7,6,0
0,42,19,5,4,0,4,5,1,3,5,1,89840.0,1559,15813.0,9,4,66,9,78,27,95,10,6,8,2,8,5,2,3,4,6,1,1,1,2,8,1,4,3,2,3,7,4,3,0
1,19,24,4,3,0,9,4,1,6,1,15,88250.0,1041,53122.0,7,6,96,95,60,92,79,60,10,7,7,9,3,3,7,5,4,4,10,5,2,1,5,3,6,2,5,3,4,7,0
0,42,19,2,1,0,4,3,4,7,7,11,126168.0,1067,30159.0,7,6,67,85,4,38,71,31,5,9,3,8,9,9,9,5,1,3,1,10,10,5,3,9,1,4,4,1,2,4,0
1,19,36,3,6,0,5,2,6,4,7,6,95584.0,1431,32030.0,8,8,70,29,91,75,15,19,7,3,10,10,1,4,8,3,7,7,9,3,3,1,5,8,4,10,3,10,10,1,1
0,27,25,5,3,0,9,5,5,5,16,12,44837.0,1508,22474.0,3,2,22,10,25,15,75,57,2,5,9,5,9,1,5,2,7,9,4,6,1,6,6,7,1,9,7,4,5,9,0
0,27,42,3,3,1,3,3,2,5,3,3,131743.0,947,25707.0,9,2,31,81,78,5,85,89,9,3,2,7,9,1,5,6,3,3,5,8,9,3,9,3,1,3,3,7,7,2,0
1,20,20,6,3,0,3,5,4,4,11,17,107820.0,837,14377.0,4,3,61,73,61,77,39,67,10,1,6,1,3,1,8,8,2,2,9,7,1,6,8,9,2,10,2,8,4,1,0
1,34,19,3,1,0,8,2,1,1,17,1,37920.0,961,56725.0,8,8,87,38,11,86,84,32,2,1,1,1,1,2,8,8,3,4,5,3,1,4,3,9,2,8,10,2,9,4,0
0,36,19,1,3,0,3,5,5,3,9,3,120454.0,1088,14576.0,1,8,4,44,19,81,95,88,6,10,4,3,7,9,2,10,9,1,2,3,7,2,4,8,10,4,7,4,1,1,0
1,28,24,2,5,0,8,6,3,1,18,1,125727.0,1516,57566.3,10,5,90,33,95,58,34,44,9,1,2,6,8,3,1,4,8,6,1,6,8,4,5,9,1,8,9,6,7,2,0
1,35,38,6,6,1,1,2,2,1,18,7,81674.0,1078,20352.0,4,3,18,8,24,41,55,50,4,3,3,6,5,1,3,4,1,2,4,2,3,7,4,5,10,5,10,8,10,2,0
0,19,30,1,6,0,1,4,1,4,8,14,143471.34999999998,942,12502.4,6,1,9,10,71,68,77,32,9,3,2,10,10,9,2,2,5,7,4,5,5,2,9,9,7,2,2,1,8,5,0
0,26,19,5,6,0,7,2,1,5,3,2,106862.0,1051,24828.0,7,1,62,4,60,96,93,64,4,10,9,6,9,9,4,5,2,4,2,4,9,1,1,6,3,6,5,7,10,7,0
0,41,33,6,3,0,8,5,3,5,8,2,37977.0,1535,56159.0,8,1,84,90,61,78,5,91,6,9,4,2,6,9,3,1,10,6,10,7,4,10,4,7,6,7,8,3,8,4,0
1,34,39,5,4,0,4,5,6,2,5,3,92722.0,972,56058.0,7,2,56,16,74,34,83,14,9,4,10,3,3,3,2,7,5,9,7,2,7,4,7,8,2,1,4,8,5,1,0
1,31,39,1,5,0,3,6,4,1,12,6,88040.0,918,21414.0,4,6,42,87,4,27,53,51,5,4,8,2,1,7,6,2,5,6,10,10,7,9,8,8,6,10,4,1,6,5,0
1,21,31,6,5,0,8,2,6,4,11,8,64258.0,837,34476.0,1,5,96,49,6,96,60,33,9,4,6,2,9,2,1,4,4,7,9,5,9,8,2,8,5,4,10,2,4,9,0
1,34,21,1,3,0,4,1,3,6,10,11,143195.0,1249,44450.0,1,7,41,92,83,80,72,6,4,6,9,2,1,1,10,4,7,3,3,6,7,7,3,2,1,1,7,3,9,9,0
0,34,40,5,4,0,9,1,2,2,8,6,83764.0,1344,54041.0,4,8,28,95,96,61,45,4,10,8,7,1,9,9,8,7,10,3,6,3,7,6,8,7,9,2,5,10,8,5,1
1,29,40,2,6,0,7,6,1,6,7,1,104025.0,1558,52834.0,7,7,19,81,40,62,8,70,8,6,9,3,2,7,8,2,2,6,2,8,5,2,4,8,6,7,6,2,4,4,0
0,37,29,3,1,0,2,3,7,7,7,9,41379.0,1556,57093.0,3,8,32,93,96,42,32,4,4,2,8,7,1,3,8,9,8,1,6,8,1,8,10,3,7,2,6,1,8,9,0
1,35,42,3,4,0,3,1,2,3,15,8,89164.0,1432,54897.0,8,9,4,17,49,77,95,46,2,6,6,8,4,3,9,6,5,1,6,6,6,10,5,8,6,9,8,4,8,8,1
0,20,29,2,1,0,8,6,4,5,18,17,99046.0,1101,50517.0,10,1,82,35,95,29,95,35,8,3,10,6,2,10,5,4,8,9,9,3,1,7,10,9,9,5,8,5,2,7,0
0,28,34,2,6,0,8,2,3,3,16,7,118497.0,1328,51793.0,6,3,52,60,57,45,88,71,6,4,3,6,10,8,7,1,5,10,7,9,6,2,7,10,10,9,6,8,5,2,0
0,42,38,5,5,1,9,4,1,7,8,7,79881.0,1525,43517.0,5,6,63,92,37,4,95,4,7,10,4,5,7,5,7,6,4,4,1,2,8,7,3,8,5,2,4,5,3,10,0
1,35,32,3,2,0,3,2,5,2,12,3,96569.0,1439,57566.3,10,8,79,50,70,24,14,25,9,5,1,8,7,6,3,2,10,2,3,5,10,3,7,1,10,9,5,2,9,4,0
0,21,27,2,6,0,4,1,3,3,1,2,62019.0,1002,35477.0,2,4,70,95,74,63,28,67,5,3,3,7,1,3,5,2,5,7,9,9,3,7,5,7,2,2,4,8,6,6,0
0,34,20,3,4,0,8,2,2,6,14,5,94505.0,1041,28154.0,7,8,75,59,6,17,95,11,6,2,8,2,1,4,8,1,6,8,8,4,7,7,7,10,10,6,1,2,8,6,0
1,35,40,2,5,0,10,3,6,2,6,7,64168.0,837,34998.0,1,2,67,46,30,4,95,9,10,1,7,6,3,5,6,5,5,1,5,10,6,10,1,7,2,2,9,2,5,5,0
0,22,37,6,6,1,6,4,2,2,11,15,105842.0,984,42427.0,10,9,84,62,28,23,9,45,2,5,5,6,7,2,5,5,9,3,4,6,10,3,5,4,7,1,5,8,2,3,0
1,31,37,5,5,1,5,2,6,4,16,7,84208.0,1294,12502.4,2,6,30,46,87,58,5,26,9,4,2,1,1,3,7,8,9,6,7,5,7,5,8,6,7,5,6,4,10,9,0
1,27,29,6,6,1,1,4,5,3,9,15,86116.0,1202,33747.0,9,1,70,38,54,45,58,23,10,6,4,9,7,3,3,6,7,6,9,6,9,6,6,8,8,7,2,5,3,10,0
0,32,19,3,5,0,2,4,4,5,14,12,80636.0,882,57566.3,6,9,76,76,53,68,48,32,3,6,8,6,9,10,10,6,3,3,9,6,8,1,7,10,5,2,10,3,2,6,0
0,19,19,2,3,0,1,5,5,1,2,4,132408.0,1267,34572.0,2,3,81,22,21,10,45,36,1,2,7,4,8,7,8,4,4,3,3,9,10,6,1,3,8,9,10,3,5,9,0
1,33,27,5,6,0,3,1,1,1,17,5,125101.0,1135,26373.0,2,7,55,20,12,4,20,6,10,7,9,6,4,7,6,4,2,4,3,10,1,9,6,9,7,1,10,2,6,2,0
0,28,35,1,2,0,10,3,1,4,14,1,113978.0,880,43495.0,7,2,30,79,62,94,95,65,1,9,10,6,8,8,6,7,7,10,5,3,5,3,4,7,4,2,2,10,6,8,0
1,40,32,3,4,0,5,2,7,3,15,13,88818.0,908,19560.0,5,2,16,87,47,84,35,5,8,1,4,7,3,3,2,3,2,2,4,9,10,8,4,1,5,5,1,7,3,2,1
